Date,Open,High,Low,Close,Adj_Close,Volume,Retornos_Diarios
1999-10-05,-0.4553406497293069,-0.454994445826945,-0.4643555882689649,-0.45922529611597945,-0.5355223383489301,-0.1899395593434978,-0.4548722866266681
1999-10-06,-0.457094797888674,-0.4544975417559031,-0.4539855051912253,-0.4517086946556035,-0.5309672589754656,-0.44661179562415465,1.0449868124307145
1999-10-07,-0.4515817608163773,-0.4502738571520475,-0.4514562166356791,-0.4514581412735909,-0.5308153917012026,-0.10415029021686856,0.00625040602210959
1999-10-08,-0.4523335385989632,-0.4497769530810056,-0.4537325763356707,-0.4466976270153528,-0.5279305343455514,-0.4402151417770225,0.6372000380695719
1999-10-11,-0.4478228719034477,-0.4505223091875684,-0.4456388529579227,-0.4492031608354781,-0.5294489345175416,-0.95224648011362,-0.3749829587487718
1999-10-12,-0.45032879784540075,-0.45325528157829853,-0.4527208609134522,-0.45621865553182905,-0.5337003399137334,-0.7011648152847251,-1.004486659706864
1999-10-13,-0.45834776085965057,-0.4579758702531961,-0.4610675131467548,-0.46223193670012985,-0.5373443367841267,-0.36216166338015676,-0.8809175378140061
1999-10-14,-0.46285842755516604,-0.4615163117593692,-0.46359680170230105,-0.463735256992205,-0.5382553738587582,-0.21136574946559902,-0.24535861299885592
1999-10-15,-0.46837146462746276,-0.47114382813580497,-0.4732080982133767,-0.4742584990367314,-0.544632648523992,0.7978689115314697,-1.5508157049979474
1999-10-18,-0.47764339061268907,-0.4783489371659117,-0.48231353701334323,-0.475010159182769,-0.5450881594899011,0.8474299775177863,-0.140781083879442
1999-10-19,-0.4733833165113689,-0.4733798964554933,-0.48155475044667934,-0.48127399373308233,-0.5488839933489307,0.6729781455649014,-0.9637680871943797
1999-10-20,-0.4601019090190177,-0.4609572946794471,-0.4613204420023094,-0.4574714224418917,-0.5344594642856623,1.2627509304033826,3.588264239953011
1999-10-21,-0.4641113905261426,-0.4579758702531961,-0.4603087265800909,-0.4542142284757288,-0.5324855531477629,0.3757547642655347,0.4342854996278311
1999-10-22,-0.4520829460047679,-0.454994445826945,-0.45525014946899844,-0.455717548767804,-0.5333965902223944,-0.18169671678438845,-0.24070514726218686
1999-10-25,-0.45834776085965057,-0.45623670600454963,-0.4577794380245447,-0.45671976229585415,-0.5340039684625664,-0.6093884341731276,-0.17065059511756442
1999-10-26,-0.44882524228022896,-0.4495285010454847,-0.4531634864106728,-0.45697031567786667,-0.5341558357368293,0.10488507676319431,-0.06437881687997327
1999-10-27,-0.460352501613213,-0.46393871910569817,-0.46359680170230105,-0.46298359684616747,-0.537799908321289,0.1682340521090306,-0.8826470855184178
1999-10-28,-0.4663667238739003,-0.46692014353194927,-0.4651143748356288,-0.46699245095836794,-0.540229254711031,0.6932862213966503,-0.60743594603855
1999-10-29,-0.4606030942074083,-0.4544975417559031,-0.45727358031343546,-0.45621865553182905,-0.5337003399137334,0.9819872315643194,1.54348634723121
1999-11-01,-0.45333590897574444,-0.4537521856493404,-0.4537325763356707,-0.45697031567786667,-0.5341558357368293,0.13067971341504434,-0.13533834823617052
1999-11-02,-0.4553406497293069,-0.45250992547173574,-0.4544913629023346,-0.45621865553182905,-0.5337003399137334,-0.09398975163651534,0.07790047082054478
1999-11-03,-0.454588871946721,-0.4564851580400705,-0.45626186489121695,-0.45847363596994184,-0.5350667970973945,-0.15353583826225783,-0.3483609738298395
1999-11-04,-0.457094797888674,-0.4594665824663216,-0.4610675131467548,-0.459475849497992,-0.5356741299091267,0.16247446338082017,-0.17171041791407157
1999-11-05,-0.45909953864223646,-0.45896967839527975,-0.4603087265800909,-0.4602275096440296,-0.5361297014462889,0.6801873824718827,-0.1362815683086213
1999-11-08,-0.4871659091921107,-0.46741704760299113,-0.4850957544244441,-0.4667418975763554,-0.5400775237220876,6.324447822164083,-0.9620066965439718
1999-11-09,-0.46736909425068157,-0.47089537610028404,-0.47674910219114147,-0.4710013050705685,-0.5426586313863997,1.9673969572466123,-0.6500073278381943
1999-11-10,-0.4738845016997595,-0.4738768005265351,-0.47674910219114147,-0.4780167997669194,-0.5469100822110313,0.6547697843598026,-1.0641789152000252
1999-11-11,-0.4733833165113689,-0.4686593077805957,-0.46941416538005737,-0.4679946644864181,-0.5408366026655765,0.6511684162385514,1.4799558842365235
